ppd_id,PlanName,fy,Asset_Cumulative,Risky_to_Safe_Asset_Ratio,Risky_Total_Asset_Ratio,Board_Size,Board_Appointed,Board_Ex_Officio,Board_Elected,Board_Plan_Participants,Board_Ratio_Participants_Total,Board_Ratio_Participants_Elected_Total,Board_Exofficio_Only,Board_Appointed_Only,Active_Total_Member_Ratio,Beneficiary_Member_Ratio,Beneficiary_Taxpayer_Ratio
14,Colorado School,2009,1.0000,3.2373,0.7640,15,3,1,11,11,0.7333,0.7333,0,0,0.4620,0.1843,0.0095
14,Colorado School,2010,1.0000,3.2553,0.7650,15,3,1,11,11,0.7333,0.7333,0,0,0.4438,0.1902,0.0099
14,Colorado School,2011,1.0000,3.0816,0.7550,15,3,1,11,11,0.7333,0.7333,0,0,0.4298,0.1941,0.0101
14,Colorado School,2012,1.0000,3.1322,0.7580,15,3,1,11,11,0.7333,0.7333,0,0,0.4203,0.1967,0.0104
14,Colorado School,2013,1.0000,3.1322,0.7580,15,3,1,11,11,0.7333,0.7333,0,0,0.4154,0.1976,0.0106
14,Colorado School,2014,1.0000,2.8760,0.7420,15,3,1,11,11,0.7333,0.7333,0,0,0.4080,0.1983,0.0109
14,Colorado School,2015,1.0000,2.9216,0.7450,15,3,1,11,11,0.7333,0.7333,0,0,0.3963,0.1981,0.0110
15,Colorado State,2001,1.0000,6.8740,0.8730,15,3,1,11,11,0.7333,0.7333,0,0,0.5290,0.1844,0.0124
15,Colorado State,2002,1.0000,5.4516,0.8450,15,3,1,11,11,0.7333,0.7333,0,0,0.5191,0.1862,0.0127
15,Colorado State,2003,1.0000,3.8309,0.7930,15,3,1,11,11,0.7333,0.7333,0,0,0.4984,0.1911,0.0133
15,Colorado State,2004,1.0000,3.2918,0.7670,15,3,1,11,11,0.7333,0.7333,0,0,0.4870,0.1941,0.0140
15,Colorado State,2005,1.0000,3.1667,0.7600,15,3,1,11,11,0.7333,0.7333,0,0,0.4226,0.2203,0.0060
15,Colorado State,2006,1.0000,3.1322,0.7580,15,3,1,11,11,0.7333,0.7333,0,0,0.4048,0.2205,0.0061
15,Colorado State,2007,1.0000,3.0650,0.7540,15,3,1,11,11,0.7333,0.7333,0,0,0.3925,0.2193,0.0062
15,Colorado State,2008,1.0000,2.4364,0.7090,15,3,1,11,11,0.7333,0.7333,0,0,0.3858,0.2172,0.0062
15,Colorado State,2009,1.0000,3.2373,0.7640,15,3,1,11,11,0.7333,0.7333,0,0,0.3767,0.2181,0.0063
15,Colorado State,2010,1.0000,3.2553,0.7650,15,3,1,11,11,0.7333,0.7333,0,0,0.3715,0.2196,0.0064
15,Colorado State,2011,1.0000,3.0816,0.7550,15,3,1,11,11,0.7333,0.7333,0,0,0.3627,0.2192,0.0065
15,Colorado State,2012,1.0000,3.1322,0.7580,15,3,1,11,11,0.7333,0.7333,0,0,0.3530,0.2198,0.0066
15,Colorado State,2013,1.0000,3.1322,0.7580,15,3,1,11,11,0.7333,0.7333,0,0,0.3472,0.2194,0.0066
15,Colorado State,2014,1.0000,2.8760,0.7420,15,3,1,11,11,0.7333,0.7333,0,0,0.3388,0.2201,0.0067
15,Colorado State,2015,1.0000,2.9216,0.7450,15,3,1,11,11,0.7333,0.7333,0,0,0.3296,0.2205,0.0068
16,Connecticut SERS,2001,0.9990,1.9125,0.6567,0,0,0,0,0,,,1,1,0.6199,0.3646,0.0094
16,Connecticut SERS,2002,1.0000,1.6525,0.6230,0,0,0,0,0,,,1,1,0.6159,0.3671,0.0094
16,Connecticut SERS,2003,1.0000,1.4752,0.5960,0,0,0,0,0,,,1,1,0.5481,0.4324,0.0107
16,Connecticut SERS,2004,1.0000,2.2258,0.6900,0,0,0,0,0,,,1,1,0.5546,0.4252,0.0106
16,Connecticut SERS,2005,1.0000,2.1847,0.6860,0,0,0,0,0,,,1,1,0.5599,0.4201,0.0106
16,Connecticut SERS,2006,0.9980,2.4061,0.7064,0,0,0,0,0,,,1,1,0.5667,0.4139,0.0106
16,Connecticut SERS,2007,1.0000,2.3003,0.6970,0,0,0,0,0,,,1,1,0.5728,0.4087,0.0107
16,Connecticut SERS,2008,1.0000,2.2258,0.6900,0,0,0,0,0,,,1,1,0.5727,0.4101,0.0109
16,Connecticut SERS,2009,1.0000,2.1153,0.6790,0,0,0,0,0,,,1,1,0.5542,0.4287,0.0114
16,Connecticut SERS,2010,1.0000,2.2051,0.6880,0,0,0,0,0,,,1,1,0.5357,0.4471,0.0117
16,Connecticut SERS,2011,1.0000,3.0323,0.7520,0,0,0,0,0,,,1,1,0.5114,0.4715,0.0123
16,Connecticut SERS,2012,1.0000,3.1494,0.7590,0,0,0,0,0,,,1,1,0.5130,0.4703,0.0122
16,Connecticut SERS,2013,1.0000,3.0486,0.7530,0,0,0,0,0,,,1,1,0.5135,0.4707,0.0125
16,Connecticut SERS,2014,0.9990,2.9643,0.7477,0,0,0,0,0,,,1,1,0.5140,0.4710,0.0127
16,Connecticut SERS,2015,1.0000,2.7453,0.7330,0,0,0,0,0,,,1,1,,,0.0000
17,Connecticut Teachers,2001,0.9990,1.9125,0.6567,12,5,2,5,5,0.4167,0.4167,0,0,,,0.0000
17,Connecticut Teachers,2002,1.0000,1.6525,0.6230,12,5,2,5,5,0.4167,0.4167,0,0,0.6143,0.2802,0.0065
17,Connecticut Teachers,2003,1.0000,1.4752,0.5960,12,5,2,5,5,0.4167,0.4167,0,0,0.6050,0.2852,0.0067
17,Connecticut Teachers,2004,1.0000,2.2258,0.6900,12,5,2,5,5,0.4167,0.4167,0,0,0.5961,0.2900,0.0070
17,Connecticut Teachers,2005,1.0000,2.1847,0.6860,12,5,2,5,5,0.4167,0.4167,0,0,0.5862,0.2961,0.0073
17,Connecticut Teachers,2006,0.9980,2.4061,0.7064,12,5,2,5,5,0.4167,0.4167,0,0,0.5768,0.3018,0.0077
17,Connecticut Teachers,2007,1.0000,2.3003,0.6970,12,5,2,5,5,0.4167,0.4167,0,0,0.5678,0.3066,0.0080
17,Connecticut Teachers,2008,1.0000,1.9674,0.6630,12,5,2,5,5,0.4167,0.4167,0,0,0.5592,0.3112,0.0082
17,Connecticut Teachers,2009,1.0000,2.0769,0.6750,12,5,2,5,5,0.4167,0.4167,0,0,0.5513,0.3170,0.0084
17,Connecticut Teachers,2010,1.0000,2.0769,0.6750,12,5,2,5,5,0.4167,0.4167,0,0,0.5436,0.3227,0.0085
17,Connecticut Teachers,2011,1.0000,2.8911,0.7430,12,5,2,5,5,0.4167,0.4167,0,0,0.5312,0.3296,0.0087
17,Connecticut Teachers,2012,1.0000,2.9683,0.7480,12,5,2,5,5,0.4167,0.4167,0,0,0.5189,0.3364,0.0090
17,Connecticut Teachers,2013,1.0000,3.2373,0.7640,12,5,2,5,5,0.4167,0.4167,0,0,0.5208,0.3474,0.0095
17,Connecticut Teachers,2014,1.0000,2.9526,0.7470,12,5,2,5,5,0.4167,0.4167,0,0,0.5189,0.3364,0.0090
17,Connecticut Teachers,2015,1.0000,2.9216,0.7450,12,5,2,5,5,0.4167,0.4167,0,0,,,0.0000
19,DC Police & Fire,2001,1.0000,2.1949,0.6870,12,6,0,6,6,0.5000,0.5000,0,1,0.8937,0.1063,0.0010
19,DC Police & Fire,2002,0.9990,1.3341,0.5716,12,6,0,6,6,0.5000,0.5000,0,1,0.8766,0.1234,0.0012
19,DC Police & Fire,2003,1.0000,2.0395,0.6710,12,6,0,6,6,0.5000,0.5000,0,1,0.7935,0.2065,0.0022
19,DC Police & Fire,2004,1.0000,2.5336,0.7170,12,6,0,6,6,0.5000,0.5000,0,1,0.8408,0.1592,0.0017
19,DC Police & Fire,2005,1.0010,2.9255,0.7453,12,6,0,6,6,0.5000,0.5000,0,1,0.8207,0.1660,0.0018
19,DC Police & Fire,2006,1.0000,3.4053,0.7730,12,6,0,6,6,0.5000,0.5000,0,1,0.7999,0.1837,0.0021
19,DC Police & Fire,2007,1.0000,4.0761,0.8030,12,6,0,6,6,0.5000,0.5000,0,1,0.7987,0.1891,0.0022
19,DC Police & Fire,2008,1.0000,3.2373,0.7640,12,6,0,6,6,0.5000,0.5000,0,1,0.7982,0.1923,0.0023
19,DC Police & Fire,2009,1.0001,2.4993,0.7142,12,6,0,6,6,0.5000,0.5000,0,1,0.7883,0.1974,0.0024
19,DC Police & Fire,2010,1.0000,2.5186,0.7158,12,6,0,6,6,0.5000,0.5000,0,1,0.7729,0.2102,0.0026
19,DC Police & Fire,2011,0.9801,2.0533,0.6725,12,6,0,6,6,0.5000,0.5000,0,1,0.7312,0.2440,0.0030
19,DC Police & Fire,2012,0.9999,2.5558,0.7188,12,6,0,6,6,0.5000,0.5000,0,1,0.7124,0.2636,0.0032
19,DC Police & Fire,2013,1.0000,2.4258,0.7081,12,6,0,6,6,0.5000,0.5000,0,1,0.6958,0.2757,0.0034
19,DC Police & Fire,2014,1.0000,2.3178,0.6986,12,6,0,6,6,0.5000,0.5000,0,1,0.6792,0.2894,0.0036
19,DC Police & Fire,2015,1.0000,2.7037,0.7300,12,6,0,6,6,0.5000,0.5000,0,1,0.6541,0.3082,0.0039
20,DC Teachers,2001,1.0000,2.1949,0.6870,12,6,0,6,6,0.5000,0.5000,0,1,0.8899,0.1101,0.0014
20,DC Teachers,2002,0.9990,1.3341,0.5716,12,6,0,6,6,0.5000,0.5000,0,1,0.8606,0.1394,0.0018
20,DC Teachers,2003,1.0000,2.0395,0.6710,12,6,0,6,6,0.5000,0.5000,0,1,0.7957,0.1911,0.0026
20,DC Teachers,2004,1.0000,2.5336,0.7170,12,6,0,6,6,0.5000,0.5000,0,1,0.7426,0.2353,0.0030
20,DC Teachers,2005,1.0010,2.9255,0.7453,12,6,0,6,6,0.5000,0.5000,0,1,0.7043,0.2487,0.0035
20,DC Teachers,2006,1.0000,3.4053,0.7730,12,6,0,6,6,0.5000,0.5000,0,1,0.6461,0.2762,0.0037
20,DC Teachers,2007,1.0000,4.0761,0.8030,12,6,0,6,6,0.5000,0.5000,0,1,0.6256,0.2942,0.0040
20,DC Teachers,2008,1.0000,3.2373,0.7640,12,6,0,6,6,0.5000,0.5000,0,1,0.6221,0.3085,0.0041
20,DC Teachers,2009,1.0001,2.4993,0.7142,12,6,0,6,6,0.5000,0.5000,0,1,0.5760,0.3468,0.0046
20,DC Teachers,2010,1.0000,2.5186,0.7158,12,6,0,6,6,0.5000,0.5000,0,1,0.5647,0.3497,0.0049
20,DC Teachers,2011,0.9801,2.0533,0.6725,12,6,0,6,6,0.5000,0.5000,0,1,0.5475,0.3610,0.0050
20,DC Teachers,2012,0.9999,2.5558,0.7188,12,6,0,6,6,0.5000,0.5000,0,1,0.5167,0.3776,0.0052
20,DC Teachers,2013,1.0000,2.4258,0.7081,12,6,0,6,6,0.5000,0.5000,0,1,0.5011,0.3946,0.0053
20,DC Teachers,2014,1.0000,2.3178,0.6986,12,6,0,6,6,0.5000,0.5000,0,1,0.4961,0.3971,0.0055
20,DC Teachers,2015,1.0000,2.1546,0.6830,12,6,0,6,6,0.5000,0.5000,0,1,0.4998,0.3819,0.0055
21,Delaware State Employees,2001,1.0000,2.0120,0.6680,7,5,2,0,0,0.0000,0.0000,1,0,0.6606,0.3230,0.0197
21,Delaware State Employees,2002,1.0000,2.3333,0.7000,7,5,2,0,0,0.0000,0.0000,1,0,0.6506,0.3304,0.0202
21,Delaware State Employees,2003,1.0000,3.4053,0.7730,7,5,2,0,0,0.0000,0.0000,1,0,0.6393,0.3397,0.0208
21,Delaware State Employees,2004,1.0000,2.8911,0.7430,7,5,2,0,0,0.0000,0.0000,1,0,0.6348,0.3440,0.0213
21,Delaware State Employees,2005,1.0000,3.3103,0.7680,7,5,2,0,0,0.0000,0.0000,1,0,0.6224,0.3422,0.0218
21,Delaware State Employees,2006,1.0000,3.4843,0.7770,7,5,2,0,0,0.0000,0.0000,1,0,0.6286,0.3490,0.0223
21,Delaware State Employees,2007,1.0000,2.0675,0.6740,7,5,2,0,0,0.0000,0.0000,1,0,0.6157,0.3631,0.0234
21,Delaware State Employees,2008,1.0000,2.6630,0.7270,7,5,2,0,0,0.0000,0.0000,1,0,0.5962,0.3613,0.0240
21,Delaware State Employees,2009,1.0000,2.4602,0.7110,7,5,2,0,0,0.0000,0.0000,1,0,0.6024,0.3586,0.0238
21,Delaware State Employees,2010,1.0000,2.3557,0.7020,7,5,2,0,0,0.0000,0.0000,1,0,0.5885,0.3672,0.0244
21,Delaware State Employees,2011,1.0000,2.6496,0.7260,7,5,2,0,0,0.0000,0.0000,1,0,0.5839,0.3695,0.0248
21,Delaware State Employees,2012,1.0000,2.3445,0.7010,7,5,2,0,0,0.0000,0.0000,1,0,0.5731,0.3763,0.0254
21,Delaware State Employees,2013,1.0000,2.7037,0.7300,7,5,2,0,0,0.0000,0.0000,1,0,0.5650,0.3819,0.0260
21,Delaware State Employees,2014,1.0000,1.8986,0.6550,7,5,2,0,0,0.0000,0.0000,1,0,0.5580,0.3864,0.0265
21,Delaware State Employees,2015,1.0000,2.2787,0.6950,7,5,2,0,0,0.0000,0.0000,1,0,0.5482,0.3910,0.0271
26,Florida RS,2001,1.0000,2.8095,0.7375,0,0,0,0,0,,,1,1,0.6978,0.2415,0.0130
26,Florida RS,2002,1.0001,2.4786,0.7125,0,0,0,0,0,,,1,1,0.6834,0.2532,0.0136
26,Florida RS,2003,1.0000,3.0984,0.7560,0,0,0,0,0,,,1,1,0.6570,0.2714,0.0145
26,Florida RS,2004,1.0000,3.8309,0.7930,0,0,0,0,0,,,1,1,0.6413,0.2839,0.0152
26,Florida RS,2005,1.0010,3.5500,0.7802,0,0,0,0,0,,,1,1,0.6355,0.2849,0.0151
26,Florida RS,2006,1.0000,3.5249,0.7790,0,0,0,0,0,,,1,1,0.6247,0.2921,0.0155
26,Florida RS,2007,1.0000,2.6900,0.7290,0,0,0,0,0,,,1,1,0.6127,0.3005,0.0161
26,Florida RS,2008,1.0010,2.2606,0.6933,0,0,0,0,0,,,1,1,0.6005,0.3102,0.0165
26,Florida RS,2009,1.0000,2.3898,0.7050,0,0,0,0,0,,,1,1,0.5833,0.3256,0.0172
26,Florida RS,2010,1.0020,2.2323,0.6906,0,0,0,0,0,,,1,1,0.5668,0.3410,0.0178
26,Florida RS,2011,1.0000,2.8911,0.7430,0,0,0,0,0,,,1,1,0.5407,0.3666,0.0189
26,Florida RS,2012,1.0000,2.8023,0.7370,0,0,0,0,0,,,1,1,0.5211,0.3750,0.0192
26,Florida RS,2013,1.0000,3.3668,0.7710,0,0,0,0,0,,,1,1,0.5105,0.3848,0.0198
26,Florida RS,2014,0.9990,3.6465,0.7848,0,0,0,0,0,,,1,1,0.5033,0.3917,0.0200
26,Florida RS,2015,1.0000,3.8309,0.7930,0,0,0,0,0,,,1,1,0.4973,0.3994,0.0203
27,Georgia ERS,2001,1.0000,1.3256,0.5700,7,4,3,0,3,0.4286,0.0000,1,0,0.4919,0.1695,0.0031
27,Georgia ERS,2002,1.0000,1.1786,0.5410,7,4,3,0,3,0.4286,0.0000,1,0,0.4520,0.1715,0.0032
27,Georgia ERS,2003,1.0000,1.0619,0.5150,7,4,3,0,3,0.4286,0.0000,1,0,0.4626,0.1804,0.0033
27,Georgia ERS,2004,1.0000,1.4331,0.5890,7,4,3,0,3,0.4286,0.0000,1,0,0.4451,0.1842,0.0033
27,Georgia ERS,2005,1.0000,1.4752,0.5960,7,4,3,0,3,0.4286,0.0000,1,0,0.4351,0.1876,0.0034
27,Georgia ERS,2006,1.0000,1.7701,0.6390,7,4,3,0,3,0.4286,0.0000,1,0,0.4284,0.1899,0.0035
27,Georgia ERS,2007,1.0000,1.4691,0.5950,7,4,3,0,3,0.4286,0.0000,1,0,0.4225,0.1951,0.0036
27,Georgia ERS,2008,1.0000,1.2523,0.5560,7,4,3,0,3,0.4286,0.0000,1,0,0.4190,0.1980,0.0037
27,Georgia ERS,2009,1.0000,1.0964,0.5230,7,4,3,0,3,0.4286,0.0000,1,0,0.4066,0.2109,0.0038
27,Georgia ERS,2010,1.0000,1.4631,0.5940,7,4,3,0,3,0.4286,0.0000,1,0,0.3908,0.2199,0.0040
27,Georgia ERS,2011,1.0000,2.0488,0.6720,7,4,3,0,3,0.4286,0.0000,1,0,0.3687,0.2244,0.0041
27,Georgia ERS,2012,1.0000,1.9326,0.6590,7,4,3,0,3,0.4286,0.0000,1,0,0.3503,0.2293,0.0042
27,Georgia ERS,2013,1.0000,2.1348,0.6810,7,4,3,0,3,0.4286,0.0000,1,0,0.3329,0.2399,0.0044
27,Georgia ERS,2014,1.0000,2.0581,0.6730,7,4,3,0,3,0.4286,0.0000,1,0,0.3220,0.2435,0.0045
27,Georgia ERS,2015,1.0000,7.6957,0.8850,7,4,3,0,3,0.4286,0.0000,1,0,0.3143,0.2447,0.0046
28,Georgia Teachers,2001,1.0000,1.3202,0.5690,10,8,2,0,6,0.6000,0.0000,1,0,0.6882,0.1814,0.0060
28,Georgia Teachers,2002,1.0000,1.1692,0.5390,10,8,2,0,6,0.6000,0.0000,1,0,0.6774,0.1846,0.0063
28,Georgia Teachers,2003,1.0000,1.0619,0.5150,10,8,2,0,6,0.6000,0.0000,1,0,0.6690,0.1879,0.0066
28,Georgia Teachers,2004,1.0000,1.4631,0.5940,10,8,2,0,6,0.6000,0.0000,1,0,0.6456,0.2002,0.0069
28,Georgia Teachers,2005,1.0000,1.5253,0.6040,10,8,2,0,6,0.6000,0.0000,1,0,0.6111,0.2031,0.0073
28,Georgia Teachers,2006,1.0000,1.5773,0.6120,10,8,2,0,6,0.6000,0.0000,1,0,0.6048,0.2056,0.0075
28,Georgia Teachers,2007,1.0000,1.6667,0.6250,10,8,2,0,6,0.6000,0.0000,1,0,0.6000,0.2071,0.0078
28,Georgia Teachers,2008,1.0000,1.4272,0.5880,10,8,2,0,6,0.6000,0.0000,1,0,0.5964,0.2083,0.0081
28,Georgia Teachers,2009,1.0000,1.3256,0.5700,10,8,2,0,6,0.6000,0.0000,1,0,0.5856,0.2129,0.0084
28,Georgia Teachers,2010,1.0000,1.7548,0.6370,10,8,2,0,6,0.6000,0.0000,1,0,0.5676,0.2224,0.0090
28,Georgia Teachers,2011,1.0000,2.6101,0.7230,10,8,2,0,6,0.6000,0.0000,1,0,0.5475,0.2335,0.0094
28,Georgia Teachers,2012,1.0000,2.4483,0.7100,10,8,2,0,6,0.6000,0.0000,1,0,0.5344,0.2434,0.0098
28,Georgia Teachers,2013,1.0000,2.7736,0.7350,10,8,2,0,6,0.6000,0.0000,1,0,0.5177,0.2548,0.0103
28,Georgia Teachers,2014,1.0000,2.6900,0.7290,10,8,2,0,6,0.6000,0.0000,1,0,0.5084,0.2621,0.0107
28,Georgia Teachers,2015,1.0000,2.4722,0.7120,10,8,2,0,6,0.6000,0.0000,1,0,0.5091,0.2691,0.0111
29,Hawaii ERS,2001,1.0000,2.4483,0.7100,0,0,0,0,0,,,1,1,0.6446,0.3187,0.0243
29,Hawaii ERS,2002,1.0000,2.1250,0.6800,0,0,0,0,0,,,1,1,0.6455,0.3147,0.0247
29,Hawaii ERS,2003,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.6367,0.3208,0.0253
29,Hawaii ERS,2004,1.0000,2.8462,0.7400,0,0,0,0,0,,,1,1,0.6297,0.3250,0.0258
29,Hawaii ERS,2005,1.0000,2.8462,0.7400,0,0,0,0,0,,,1,1,0.6226,0.3287,0.0263
29,Hawaii ERS,2006,1.0000,3.0000,0.7500,0,0,0,0,0,,,1,1,0.6188,0.3313,0.0269
29,Hawaii ERS,2007,0.9600,2.6923,0.7292,0,0,0,0,0,,,1,1,0.6148,0.3328,0.0277
29,Hawaii ERS,2008,1.0000,2.4483,0.7100,0,0,0,0,0,,,1,1,0.6126,0.3336,0.0282
29,Hawaii ERS,2009,1.0100,1.8857,0.6535,0,0,0,0,0,,,1,1,0.6122,0.3335,0.0286
29,Hawaii ERS,2010,1.0000,1.7174,0.6320,0,0,0,0,0,,,1,1,0.5924,0.3456,0.0282
29,Hawaii ERS,2011,1.0000,3.2735,0.7660,0,0,0,0,0,,,1,1,0.5850,0.3555,0.0288
29,Hawaii ERS,2012,1.0000,2.2895,0.6960,0,0,0,0,0,,,1,1,0.5791,0.3599,0.0293
29,Hawaii ERS,2013,1.0010,3.3333,0.7692,0,0,0,0,0,,,1,1,0.5741,0.3625,0.0297
29,Hawaii ERS,2014,1.0000,3.7619,0.7900,0,0,0,0,0,,,1,1,0.5676,0.3639,0.0303
29,Hawaii ERS,2015,0.0000,,,0,0,0,0,0,,,1,1,0.5656,0.3721,0.0309
31,Idaho PERS,2001,1.0000,2.1153,0.6790,5,5,0,0,2,0.4000,0.0000,1,1,0.5968,0.2234,0.0176
31,Idaho PERS,2002,1.0000,1.9851,0.6650,5,5,0,0,2,0.4000,0.0000,1,1,0.6136,0.2363,0.0179
31,Idaho PERS,2003,1.0000,2.1646,0.6840,5,5,0,0,2,0.4000,0.0000,1,1,0.5753,0.2325,0.0185
31,Idaho PERS,2004,0.9990,2.1514,0.6827,5,5,0,0,2,0.4000,0.0000,1,1,0.5855,0.2405,0.0187
31,Idaho PERS,2005,0.9990,1.9556,0.6617,5,5,0,0,2,0.4000,0.0000,1,1,0.5766,0.2440,0.0191
31,Idaho PERS,2006,0.9990,2.0550,0.6727,5,5,0,0,2,0.4000,0.0000,1,1,0.5629,0.2472,0.0194
31,Idaho PERS,2007,1.0000,2.4965,0.7140,5,5,0,0,2,0.4000,0.0000,1,1,0.5571,0.2508,0.0198
31,Idaho PERS,2008,0.9980,1.7569,0.6373,5,5,0,0,2,0.4000,0.0000,1,1,0.5500,0.2547,0.0202
31,Idaho PERS,2009,0.9990,2.0550,0.6727,5,5,0,0,2,0.4000,0.0000,1,1,0.5509,0.2616,0.0208
31,Idaho PERS,2010,1.0000,2.0030,0.6670,5,5,0,0,2,0.4000,0.0000,1,1,0.5372,0.2695,0.0214
31,Idaho PERS,2011,0.9990,2.4567,0.7107,5,5,0,0,2,0.4000,0.0000,1,1,0.5196,0.2791,0.0223
31,Idaho PERS,2012,1.0000,2.1646,0.6840,5,5,0,0,2,0.4000,0.0000,1,1,0.5056,0.2878,0.0233
31,Idaho PERS,2013,0.9990,2.5053,0.7147,5,5,0,0,2,0.4000,0.0000,1,1,0.4980,0.2960,0.0241
31,Idaho PERS,2014,1.0000,2.8462,0.7400,5,5,0,0,2,0.4000,0.0000,1,1,0.4896,0.3014,0.0249
31,Idaho PERS,2015,1.0000,2.4602,0.7110,5,5,0,0,2,0.4000,0.0000,1,1,0.4804,0.3058,0.0258
33,Illinois SERS,2001,1.0000,2.8462,0.7400,13,6,1,6,6,0.4615,0.4615,0,0,0.5541,0.2974,0.0035
33,Illinois SERS,2002,1.0000,2.5714,0.7200,13,6,1,6,6,0.4615,0.4615,0,0,0.5495,0.3017,0.0036
33,Illinois SERS,2003,1.0000,3.5455,0.7800,13,6,1,6,6,0.4615,0.4615,0,0,0.4737,0.3689,0.0043
33,Illinois SERS,2004,1.0000,2.5714,0.7200,13,6,1,6,6,0.4615,0.4615,0,0,0.4775,0.3684,0.0043
33,Illinois SERS,2005,1.0000,2.4483,0.7100,13,6,1,6,6,0.4615,0.4615,0,0,0.4720,0.3761,0.0043
33,Illinois SERS,2006,1.0000,3.0000,0.7500,13,6,1,6,6,0.4615,0.4615,0,0,0.4708,0.3814,0.0043
33,Illinois SERS,2007,1.0000,3.5455,0.7800,13,6,1,6,6,0.4615,0.4615,0,0,0.4673,0.3834,0.0043
33,Illinois SERS,2008,1.0000,4.0000,0.8000,13,6,1,6,6,0.4615,0.4615,0,0,0.4599,0.3916,0.0044
33,Illinois SERS,2009,1.0000,4.2632,0.8100,13,6,1,6,6,0.4615,0.4615,0,0,0.4561,0.3989,0.0044
33,Illinois SERS,2010,1.0000,4.2632,0.8100,13,6,1,6,6,0.4615,0.4615,0,0,0.4476,0.4093,0.0046
33,Illinois SERS,2011,1.0000,4.2632,0.8100,13,6,1,6,6,0.4615,0.4615,0,0,0.4493,0.4066,0.0047
33,Illinois SERS,2012,1.0000,4.0000,0.8000,13,6,1,6,6,0.4615,0.4615,0,0,0.4229,0.4251,0.0049
33,Illinois SERS,2013,1.0000,4.5556,0.8200,13,6,1,6,6,0.4615,0.4615,0,0,0.4081,0.4329,0.0051
33,Illinois SERS,2014,1.0000,4.8824,0.8300,13,6,1,6,6,0.4615,0.4615,0,0,0.4085,0.4344,0.0052
33,Illinois SERS,2015,1.0000,4.2632,0.8100,13,6,1,6,6,0.4615,0.4615,0,0,0.4036,0.4350,0.0053
34,Illinois Teachers,2001,1.0000,1.3981,0.5830,13,6,1,6,6,0.4615,0.4615,0,0,0.5308,0.2345,0.0052
34,Illinois Teachers,2002,1.0000,1.4691,0.5950,13,6,1,6,6,0.4615,0.4615,0,0,0.5170,0.2397,0.0055
34,Illinois Teachers,2003,1.0000,2.7594,0.7340,13,6,1,6,6,0.4615,0.4615,0,0,0.5088,0.2412,0.0058
34,Illinois Teachers,2004,1.0000,3.1322,0.7580,13,6,1,6,6,0.4615,0.4615,0,0,0.4987,0.2439,0.0061
34,Illinois Teachers,2005,1.0000,3.0984,0.7560,13,6,1,6,6,0.4615,0.4615,0,0,0.4800,0.2512,0.0065
34,Illinois Teachers,2006,1.0000,3.2017,0.7620,13,6,1,6,6,0.4615,0.4615,0,0,0.4645,0.2537,0.0067
34,Illinois Teachers,2007,1.0000,3.8077,0.7920,13,6,1,6,6,0.4615,0.4615,0,0,0.4578,0.2567,0.0070
34,Illinois Teachers,2008,1.0000,2.9526,0.7470,13,6,1,6,6,0.4615,0.4615,0,0,0.4501,0.2561,0.0071
34,Illinois Teachers,2009,1.0000,2.6900,0.7290,13,6,1,6,6,0.4615,0.4615,0,0,0.4493,0.2564,0.0073
34,Illinois Teachers,2010,1.0000,2.5336,0.7170,13,6,1,6,6,0.4615,0.4615,0,0,0.4466,0.2582,0.0076
34,Illinois Teachers,2011,1.0000,2.5336,0.7170,13,6,1,6,6,0.4615,0.4615,0,0,0.4400,0.2620,0.0079
34,Illinois Teachers,2012,1.0000,2.7594,0.7340,13,6,1,6,6,0.4615,0.4615,0,0,0.4219,0.2683,0.0082
34,Illinois Teachers,2013,1.0000,2.7175,0.7310,13,6,1,6,6,0.4615,0.4615,0,0,0.4116,0.2695,0.0082
34,Illinois Teachers,2014,1.0000,2.5842,0.7210,13,6,1,6,6,0.4615,0.4615,0,0,0.4044,0.2749,0.0085
34,Illinois Teachers,2015,1.0000,2.7879,0.7360,13,6,1,6,6,0.4615,0.4615,0,0,0.4093,0.2885,0.0088
35,Illinois Universities,2001,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.4800,0.2013,0.0026
35,Illinois Universities,2002,1.0000,2.2258,0.6900,0,0,0,0,0,,,1,1,0.4771,0.2066,0.0027
35,Illinois Universities,2003,0.9900,2.3000,0.6970,0,0,0,0,0,,,1,1,0.4458,0.2061,0.0029
35,Illinois Universities,2004,1.0000,2.5714,0.7200,0,0,0,0,0,,,1,1,0.4357,0.2064,0.0030
35,Illinois Universities,2005,1.0100,2.6071,0.7228,0,0,0,0,0,,,1,1,0.4221,0.2097,0.0031
35,Illinois Universities,2006,0.9700,3.4091,0.7732,0,0,0,0,0,,,1,1,0.4145,0.2134,0.0033
35,Illinois Universities,2007,1.0100,3.2083,0.7624,0,0,0,0,0,,,1,1,0.4077,0.2166,0.0034
35,Illinois Universities,2008,1.0000,2.7037,0.7300,0,0,0,0,0,,,1,1,0.4050,0.2210,0.0035
35,Illinois Universities,2009,1.0100,2.8846,0.7426,0,0,0,0,0,,,1,1,0.4014,0.2249,0.0036
35,Illinois Universities,2010,1.0000,2.7037,0.7300,0,0,0,0,0,,,1,1,0.3901,0.2306,0.0038
